,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
3426,đọc review thấy nói đây là quán bánh xèo sang chảnh nhất quy nhơn  đến nơi thấy cũng sang vừa tầm nhưng thực sự là đúng chảnh   đi tắm biển về tưởng tượng là sẽ ăn nhiều lắm mà đến nơi thấy hết muốn ăn vì thái độ phục vụ của nhân viên  gọi bánh và nước thế mà đem ra nhầm bánh và nước thì không đem luôn   bánh tôm  bò có giá 25 30k  được cái ở đây chỗ ngồi rộng rãi  nước chấm ô kê la ,0,0,0,2,0,0
3428,tụi mình đi du lịch mà cũng không quen biết ai nên thấy gần homestay thì qua thôi cơ mà hài lòng ngoài mong đợi ấy nên qua ăn luôn cả 2 hôm ở quy nhơn  hải sản rất là tươi luôn mà giá cũng rẻ nữa  đi 2 hôm nên ăn cũng coi như hết món trừ lẩu tại đi buổi trưa nóng quá  gỏi ngon nè  nắng ăn là hết ý  nhân viên thân thiện nữa  hôm nay còn được tặng 2 hũ mực rim nữamọi người có đi du lịch có thể ghé quán nèăn bét nhè 2 ngày chời có 600k thôiđiểm trừ là buổi trưa quán hơi nóng,0,0,0,4,0,0
3429,mì cay giá 42k rất chất lượng  có mực tôm to  cá viên trứng cút  xúc xích    đấy là ăn tại quán có ấn tượng tốt thật qua ngày hôm sau order ship tới nhà thì bị thiếu vài thứ  mì cay thì nên ăn tại chỗ ship đem tới mất chất lượng ,0,0,0,4,0,0
3430,ở đây thì trà sữa hơi mắc ấy    mà trà sữa thạch không phong phú lắm kem đất 20k và bánh tiramisu    mắc vậy,0,0,0,2,0,0
3432,thức ăn là ẩm thực việt nam  nguyên liệu đắt tiền thì rất ít  nguyên liệu rẻ tiền thì nhiều  hoàn toàn khác xa với ẩm thực việt nam tinh tế  có mùi của loại địa điểm được các khách sạn nhất định giới thiệu cho các mục đích đi lại ,0,0,0,2,0,0
3433,đi học xa bạn bè thèm cơm nhà lại rủ qua đây ăn cho đỡ nhớ  cơm mẹ nấu   menu cũng nhiều món giá tầm 10k trờ lên tùy món nha có đầy đủ luộc  kho  chiên  xào ưng nhất cái không gian khá chất để có thể check in sống ảo  dù chỉ là quán cơm,0,0,0,5,0,0
3438,con đường ngô văn sở là con đường ăn uống nên quán kem này có một vị trí rất thuận lợi  người qua lại cũng nhiều  và khách du lịch tới đây để thưởng thức các món ăn từ bún bánh cuốn cho đến kem  nước ép  đồ ăn và thức uống ở đây rất là ngon giá cả lại rẻ   phù hợp với tất cả các bạn sinh viên và học sinh quán tuy có không gian hơi nhỏ nhưng được trang trí cũng khá là bắt mắt chủ quán dịch tình nhân viên vui vẻ  hôm nay mình đến uống matcha đá xay  có thể nói ở đây là ngon nhất  ,0,0,0,5,0,0
3442,hải sản tươi ngon  giá cả tầm trung hợp lý  không gian không được thoáng lắm ,0,0,0,4,0,0
3446,vợ tôi và tôi hài lòng với bữa ăn của chúng tôi  đây không phải là el gauchos  nhưng nếu bạn muốn một miếng phi lê ngon  trung thực  với dịch vụ tốt và rượu ngon với giá cả phải chăng hơn  tôi khuyên bạn nên dùng nó  cảm ơn ,0,0,0,4,0,0
3448,2 đứa con gái đi ăn  gọi 1 sứa chan nước lèo  1 cơm rang muối ớt  lúc bưng ra mà thảng thốt  nồi nước lèo bằng cái bát ăn mì tôm loại bé  sứa đã độn rau đc 1 đĩa bé bé  đĩa cơm rang cũng suy sinh dưỡng  380k cho nồi sứa  110k cho đĩa cơm  tổng cộng bị chém đẹp 490k  say goodbye  ko bao giờ có ý quay lại hay review cho bạn bè thử nhé   ,0,0,0,1,0,0
3457,đây là khu ăn uống vô cùng hấp dẫn ơ quy nhơn  ai đến quy nhơn mà ko ghé đến những con đường này thì thật đáng tiếc   ốc siêu rẻ  siêu ngon  siêu lạ  đến là chỉ muốn gọi  gọi nữa gọi mãi mà thôi  v cảm giác như đang ăn ốc chồng dĩa vậy  không khí cũng thoáng đãng  gió ngoài biển thổi vào mát lê phê tê trời buổi chìu mát mẻ  hết sẩy con bà bẩy cho một buổi ăn ốc àhihi,0,0,0,5,0,0
3461,đợt tết mình về quê  ngay mùng 1 cả gia đình mình cùng nhau họp mặt ở quán này  cũng khá lâu rồi giờ mình với có thời gian review  về quê mà nghe đồn kinh phia đầu tư gì mà tới tiền t  vì là ngày tết nên quán khá là đông và ồn ào  nhân viên phục vụ hơi lâu  còn về phần nước uống thì phải nói là dở tệ luôn  giá thì cao ngất ngưởng  à còn chưa tính vì đông quá nên cảm giác không gian quán cứ dơ dơ bụi bụi sao ấy  cuối cùng  có cho cũng không quay lại đâu   ,0,0,0,1,0,0
3463,quán nhỏ nhưng khách rất đông  nhóm mình có dịp lang thang buổi tối đi dạo thành phố quy nhơn  ngang qua khu này thấy có nhiều quán bán kem bơ  sinh tố nhưng thấy chỗ aloo khách xếp hàng để mua mang đi  trong quán thì cũng gần như kín chỗ nên quyết định ăn thử  nhóm mình đa số gọi kem bơ  ăn cũng ngon nhưng nếu so với ở đà lạt thì không ngon bằng  nhân viên quán cũng nhanh nhẹn  dù đông nhưng chờ không lâu lắm đã có kem  hôm sau nhóm mình quay lại lần nữa ủng hộ quán  ,0,0,0,5,0,0
3464,rất hiếu khách và rất vui tư vấn tận tình và giúp khác chon đồ tốt,0,0,0,5,0,0
3466,món ăn tươi sống  giá cả phải chăng,0,0,0,5,0,0
3469,hải sản tươi ngon  nhà hanghf rất sạch sẽ  nhân viên phục vụ tốt  quán thường đông khách nên có hơi chậm trễ tại một vài thời điểm  đáng để quay lại ,0,0,0,4,0,0
3470,gà rán xốt cayngọt   món này độc quyền ở corpmart  ăn siêu ngon  mình mua 2 cái đùi to ụ cân không nhớ bao nhiêu lạng nhưng 2 cái 44k rẻ chán so với gà rán 3rau gì đó  ăn bột bở mà dở thôi rồi  hết xốt cay nên mình kêu xốt ngọt  vừa ăn không bị gắt  không ngấy  ngon ngang ngửa popeyes  texas,0,0,0,5,0,0
3471,quán này khá là sang chảnh   sáng sủa   không gian mát mẻ và rộng rãi   quán rất hợp để tổ chức các bữa party   sinh nhật   liên hoan     nhân viên phục vụ khá dễ chịu   quán đa số bán hải sản biển   tươi sống và rất ngon   giá cả cũng khá ổn   không quá mắc và cũng không rẻ   nằm ở mức trung bình   nói chung là đến quán này ăn đồ biển thì ngon tuyệt   nhất là ăn mực xào tỏi   hầu nướng phô mai với tôm nướng phô mai,0,0,0,5,0,0
3473,quán rất chuyên nghiệp  từ bảo vệ đến phục vụ  mới tới quán là đã có bảo vệ hướng dẫn đậu xe rõ ràng  vô quán thì đông thôi rồi  ấn tượng được nhất là quán rất sạch sẽ  từ cái muỗng đến bát    bún chả cá thì 30k  bún cá ngừ thì 40k  tô đặc biệt có chả cá  cá ngừ  sứa  riêu thì 60k  nước lèo hơi nhạt nhưng vẫn chấp nhận được  tại quán có bán quà đặc sản giá cũng hợp lý nên mang về luôn ,0,0,0,5,0,0
3477,đồ ăn không thực sự đặc sắc  hơi nhạt nhẽo  nhưng đứa trẻ chủ sở hữu thực sự khó chịu  cô ấy sẽ đến bàn của bạn để thu hút sự chú ý  chạm vào bạn trong khi bạn đang ăn  cho bạn xem con vật cưng của cô ấy có thể bị trói trên ghế của cô ấy cả ngày và làm phiền bạn ,0,0,0,2,0,0
3479,nhìn tô bánh canh là lạ   đẹp mắt đã thấy ngon rồi  húp 1 muỗng nước lèo thấy sao quá đã   mùi vị rất kích thích từ ot xay  mùi hẹ thoang thoảng  thêm hành phi tự làm rất thơm quậy lên thêm miếng cá ngừ đại dương  chả cá   trứng cút  trứng cá ăn rất lạ miệng nói chung là thêm vào menu ăn sáng hoặc ăn xế rất ok và đáng thử quán có thêm sữa bắp nhà làm rất thơm   ít ngọt ,0,0,0,5,0,0
3480,quán nằm trên cái bè nổi sát đường  xung quanh toàn là rác  nhóm mình đi 5 người kêu 1 lẩu sứa  nửa tô nước lèo  1 dĩa cơm rang hải sản  5 con hào nướng phô mai và 3 lon 7up  tổng chi là 700k  cơm rang ăn cũng bình thường  hào quá dở con bé tí đem đi nướng phô mai thì khô khóc ăn chả thấy mùi vị gì được cái lẩu sứa ăn lạ miệng  nói chung là mình thấy quán bình thường chả có gì đặc biệt ngoài cái lẩu sứa  riêng mình vì lần đầu ăn sứa nên khônng biết về bị dị ứng ngứa và sưng xung quanh miệng  mọi người nếu chưa ăn sứa thì khôg nên ăn quá nhiều nhé chứ để dị ứng nặng là phải uống thuốc đấy,0,0,0,2,0,0
3482,về quê được chị dẫn đến đây lúc đó chỉ có 1 chi nhánh này thôi  quán nhìn ở ngoài đã thấy lung linh rồi bước vào lung linh hơn thiết kế hình ảnh vẽ sáng tạo không còn gì để chê  không gian không rộng nhưng dễ đi lại phần nào ra phần nấy  menu đa dạng nhiều loại mà mình chỉ mê mẩn em trà đào 24k đào nhiều có mứt đào xay nhuyễn dứoi đáy ly đậm đà vị trà ngọt đúng mức  bánh tiramisu đúng chuẩn tiramisu  dễ dàng trở thành quán ruột của mình khi về quê là điều dễ hiểu lần gần nhất đây vào quán trú mưa vừa uống trà ăn bánh nhìn ra ngoài mưa rơi tầm tã đúng kiểu sâu đíp   kem cũng có nhiều loại ngon mà rẻ bánh ngọt có nhiều loại sữa chua phô mai cũng có nói chung đa dạng khỏi chê nhân viên phục vụ tốt kể cả nhân viên trông xe nhanh nhẹn vui tính  c,0,0,0,5,0,0
3483,chúng tôi không nhận được một nụ cười và không cảm thấy được chào đón  thức ăn ổn  nhưng khẩu phần nhỏ  cà phê là kinh khủng mặc dù    họ chạm vào mặt trên của cốc cà phê và nước trái cây bằng ngón tay đẫm mồ hôi  cô phục vụ cũng chỉ lấy bánh mì nướng của tôi khi tôi muốn một chiếc với mứt và bơ ở bên cạnh và chưa bôi lên    tuyệt đối không  khi chúng tôi trả tiền không có lời cảm ơn  không có gì  tôi rất khuyên bạn không nên đến đó ,0,0,0,1,0,0
3485,kem bơ quá đã 2 viên kem  bơ tươi made by order siêu ngonnn  giá chỉ 19kcốc 2 anh chị bán hàng nhiệt tình thân thiện  tiếc là ngày cuối mới biết tới quán k là tối nào cũng ra đóng họ rùi  ,0,0,0,5,0,0
3487,quán này gần nhà  không gian quán cũng trang trí đơn giản  order tính tiền tại quầy  giá rẻ đó  khoản tầm 20kly  trà sữa mình uống thấy ổn nhưng trà đào chưa oki lắm  món váng sữa uống oki không quá ngọt  vị béo và mịn  nhân viên oki nha  cần gì thì nhiệt tình lắm ,0,0,0,4,0,0
3492,nếu bạn đã uống quen các nhãn hàng trà sữa nổi tiếng như dingtea  gongcha  mr good tea  koi     thì trà sữa 2000 có nhiều điểm trừ  thứ nhất  mình gọi 1 ly trà sữa thái xanh  có thể xem đây là hương vị cơ bản khi uống ở bất kì đâu  bất kì chỗ nào hương vị cũng giống nhau  nhưng ở 2000 mùi vị thật sự lạ  mình cảm nhận độ quá béo  mùi siro như mùi thuốc tây  mình chỉ nếm và để lại nguyên ly chỉ ăn hết phần thạch  thạch thì tương đối thôi vì cũng như rau câu tự làm ở nhà  ko có gì đặc biệt  thắc mắc là tại sao quán đắt đến vậy trong khi trà sữa thì tệ  dù rẻ thì rẻ nhưng chất lượng ko ok ,0,0,0,1,0,0
3496,hộp nửa ký chỉ có 24k gồm hộp kem với ít bánh quế nhé  à còn có thêm cà phê dừa và đậu phộng kèm theo khi mua hộp kem ký nhé  có các loại socola  dâu  sầu riêng  v v  nếu thích mix đựơc nhiều mùi thì mua hộp 7 màu nhé  ngòai ra quán còn bánh gỏi kem chiên gân trộn bánh tráng trộn nữa,0,0,0,5,0,0
3500,quán dễ kiếm  thoáng mát  sạch sẽ  mát  tới tầm 6 7h là quán bắt đầu đông khách kín bàn  đồ ăn ở đây tạm được giá cũng vừa phải nhưng không đặc sắc lắm  nhân viên ở đây nhiệt tình  vui vẻ  sẽ ủng hộ tiếp nếu có dịp ,0,0,0,5,0,0
3502,đến quán được vài lần  view rất đẹp  nhìn bao quát cả sài gòn hoa lệ về đêm  nước rất chất lượng  phù hợp với giá thành sài gòn  đặc biệt là nhân viên rất dễ thương và nhiệt tình ,0,0,0,4,0,0
3504,mình nghe tên quán lâu rồi nhưng bữa nay vô uống thử  quán không gian nhỏ nhưng cách decor rất khác so với những quán bây giờ  kiểu xưa cũ truyền thống ák  mình gọi smoothies xoài vì những món dân tình gọi uống nhiều thì chắc chắn nó sẽ ngon rồi  smoothies ban đầu thấy hơi nhạt nhưng càng uống càng đậm đà ák   có hỏi ujika gì đó là gì thì chỉ đc giải thích là 1 loại trà  ok sẽ tốt hơn là nên giới thiệu kĩ thêm để cho khách có hứng thú mà uống  40k cũng khá đắt chứ có rẻ đâu nhỉ  tóm lại là ngoại trừ ko gian quán nhỏ thì còn lại từ nước uống đến phục vụ mình thấy ok  còn bàn ghế nữa  theo phong cách xưa nên bàn gỗ ghế gỗ  bàn thấp quá làm mình ngồi rất chi là mỏi luôn ík  kiểu ngồi 1 tiếng thì đc chứ ngồi lâu ê ẩm lắm ,0,0,0,4,0,0
3505,sáng ăn ở đây chất lượng  quán bán lâu lắm rồi giờ mới thấy có lên foody  mà thấy còn có ship tận nơi bún phở nữa  quán mình hay ăn  nước bún phở rất ngon ,0,0,0,5,0,0
3508,quán ăn ngon  hải sản tươi sống  giá cả phải chăng  phục vụ tốt nhất định mình và gia đình sẽ ghé lại nhiều,0,0,0,5,0,0
3510,quán hơi nhỏ và hơi nóng vì không có quạt   quán mang nhiều bàn ghế trải dài ra vỉa hè   được cái đồ ăn ngon nên khách đông lắm   ngon nhất ở đây là món lẩu   có lẩu nhỏ cho 2 người 60k mà nhiều ghê luôn   lẩu to thì từ 150 tới 200   có các loại lẩu bò   hải sản   nấm   thập cẩm   đồ nướng thì tầm 40k trở lên   trà chanh thì hơi ngọt và không có cái để lọc hột chanh nên khi uống thấy đắng và khó chịu,0,0,0,4,0,0
3511,đợt vừa rồi mình có dịp ghé ăn thử cho biết như nào  về bún chả thì ngon  ăn vừa miệng  sợi bún nhỏ dễ ăn  còn về các loại nem thì không hợp khẩu vị lắm  mình gọi 2 nem của bể với 1 nem hải sản  bên ngoài giòn thơm nhưng khi ăn vào thì không được như kì vọng  nem hải sản rất to  2 vợ chồng mình ăn không hết  giá cả cũng ở mức chấp nhận được  vợ chồng mình ăn 2 suất bún chả  1 cây thịt xiên  2 nem cua bể  1 nem hải sản và 1 lon nước ngọt hết 190k  cũng khá ổn  àh thịt xiên thì hơi nhiều mỡ  mình ăn được 1 miếng còn lại chồng ăn hết    ,0,0,0,3,0,0
3515,thích nhất vẫn là bánh xèo bò  thịt bò hơi ngọt nhg nhiều d,0,0,0,4,0,0
3518,một trong những đặc sản không thể bỏ qua là bún cá ngọc liên với món chả cá quy nhơn  quán rất dễ tìm nằm gần bệnh viện đa khoa tỉnh  nhưng giá hơi chát thật  mình mới vào ăn thấy giá từ 30k đến 40k một tô  lâu lâu ăn thì được chứ ngày nào cũng ăn mình không có tiền đâu  nước dùng rất ngon và ngot chả cá thì dai và rất là thơm  kèm với đĩa rau sống mơn mởn với giá vắt thêm miếng chanh nữa rất hoàn hảo  nhưng có lần mình đến nước dùng bị mặn do bị sắc nước ,0,0,0,4,0,0
3522,rất ngon giá thi cũng được sau nay xe ghe ăn nữa,0,0,0,5,0,0
3523,quán phụ vụ rất nhiệt tình  quan trọng nhất là là hải sản tươi ngon và bán đúng giá  đúng chất lượng  sẽ quay lại nếu có dịp quay lại quy nhơn,0,0,0,5,0,0
3524,trước khi đi bình định mình có xem qua nhiều review về ăn uống  du lịch  đa phần đều recommend món bánh xèo tôm nhảy nên mình cũng ăn thử  quán bánh xèo này nằm trên đường diên hồng  khu này hơi vắng vẻ và ít quán xá  mình đi buổi tối thấy quán rất đông  đa phần là khách du lịch  quán lên món nhanh  mình gọi 2 phần bánh xèo tôm và bò tổng cộng 130k 4 cái  mà kiểu bánh xèo miền trung nho nên giá vậy là khá cao so với chất lượng  bột bánh xèo trắng  chiên giòn  bánh xèo bò thì phần bò xào quá ngọt  bánh mực có 3 con mực  ăn với rau ăn kèm và xoài ,0,0,0,3,0,0
3527,nghe tiếng cà phê tiền tỷ quy nhơn nên đi thử  quán rộng rãi thoáng mát  có phòng máy lạnh riêng  thích nhất là hồ cá giữa quán  nói chung view đẹp  cứ tưởng quán tiền tỷ là đồ uống giá trên trời nhưng giá cả lại rất hợp lý  chất lượng không có gì nỗi trội ,0,0,0,4,0,0
3530,đầu tiên nhận xét về thái độ phục vụ của chủ quán và nhân viên vô cùng tệ  khi bảo đưa menu chọn món thì lơ đi trong khi mua tour và ép buộc khách dùng món  thứ 2 về món ăn các món ăn ở đây nêm nếm nhạt và lợ rất khó ăn  vì nểtài có quen biết mà dùng thử nhưng chỉ dám ghé đến 1 lần và kh bao giờ quay lại ,0,0,0,1,0,0
3532,quán đã sửa sang khang trang hơn trên ảnh cũ rất nhiều  hnay đến tí mém nhầm tưởng đến nhầm quán  bà chủ mặt hơi hình sự  ko thân thiện với khách  nhân viên thì phục vụ nhanh nhẹn  thái độ ok  giá thì bt chứ ko rẻ nhưng phải công nhận là ngon  vc mình ăn tô nhỏ mỗi loại  mỗi tô 20k  gọi thêm cốc đậu nành  tổng kết là 45k ,0,0,0,3,0,0
3533,nhân viên quản lý yếu kém  nhân viên quán rất đông mà chất lượng phục vụ quá nghèo nàn ,0,0,0,2,0,0
3535,tối mùng 1 tết mình gọi 2 ly nước uống mà đợi hoài không tới thấy đâu  mình và người yêu vào quầy hỏi 3 lần nhận đc 3 câu trả lời giống nhau  chị ngồi bàn nào ah chút xíu em đem ra  mình còn nhấn mạnh  chị hỏi 3 lần rồi đó nha em  chút xíu mà ngồi gần tiếng rưỡi không thấy đâu  cuối cùng mình với người yêu đi về luôn mà vẫn không có nước uống  được cái view đẹp và thoáng trong lúc chờ nước cũng thoải mái nói chuyện ,0,0,0,2,0,0
3539,  quán cafe nhỏ gọn nằm ngay trên còn đdường đô đốc bảo xong xong với siêu thị copmart  đây là lần thứ 2 mình ghé quán để dự buổi họp nhỏ  lần này mình gọi capochi no để xem thử như thế nào  capu ở đây nó ko quá béo ko quá ngọt khá là ngon nhé  điều mình hơi tiếc là nhìn từ ngoài quán hơi nhỏ nhưng được cái vào rồi mới thấy quán còn kéo dài ra sau nữa  chị chủ quán ở đây zễ thương mà mến khách cực luôn 3  có dịp chắc chắn mình sẽ ghé lại quán nữa nhé quá tuyệt 3 ,0,0,0,5,0,0
3540,trong chuyến đi quy nhơn thì mình có ghé quán ăn tối  quán có không gian rộng và thoáng  phục vụ món thì nhanh nhưng gọi cho thêm nước chấm hay trà đá thì phải chờ lâu  quán có menu trên tường giá cả rõ ràng và hợp túi tiền  phần nem nướng và thịt nước cuốn 100k 4 người ăn no luôn  rau tươi  thị lát mỏng không bị dai  ướp vừa ăn  nước chấm lạ miệng mình chưa ăn loại nước chấm giống vậy bao giờ,0,0,0,4,0,0
3541,quán phục vụ tệ  order nước đang xem menu thì nhân viên bảo gọi nước nhanh lên  ngồi được 1 lúc thì nhờ chuyển bàn giùm  gọi nhân viên thì quay quay nhìn 1 cái rồi đi mất  nóng quá xin quạt thì lấy quạt rất có tâm  kéo tới và xoay cho 2 bàn mát  trong khi cây quạt nằm ngày bàn bên cạnh  thành ra bàn mình k mát j  sau đó phải tự bưng nước đi chuyển bàn  thấy mình nhăn thì nhân viên mới tới dọn  trong khi mình đã bưng đi hết chỉ còn nước trà  mình là khách du lịch  thấy quán đẹp nên vô thử và sẽ k quay lại,0,0,0,1,0,0
3542,được người quen giới thiệu nên mình đã rủ bạn bè tới thưởng thức  ấn tượng đầu tiên là quán sạch sẽ  thoáng mát  rất nhanh thôi  tụi mình đã được phục vụ những tô bánh canh thơm phức trên bàn ăn  phải nói là sợi bánh canh rất lạ miệng mà mình chưa từng được thử qua  nước lèo ngọt thanh  cá ngừ rất tươi  lại có thêm chả cá  trứng cúc nữa  điều mình thích nhất đó là mùi vị thơm thơm  béo béo của hẹ và hành phi  nhắc tới là thèm rồi  nhất định sẽ thường xuyên ủng hộ quán ,0,0,0,5,0,0
3543,ở đây có 2 loại bánh xèo nhân tôm và nhân thịt bò  cả 2 đều ăn vừa miệng  bánh ăn giòn  được tráng mỏng  hơi mỡ 1 xí nhưng đó là điều hiển nhiên rồi   tôm không có nhiều vị  còn bò thì được nêm ăn như thịt trong bún chả ngoài miền bắc  mình không phải fan của cuốn bánh đa lắm nên toàn ăn vã luôn  nước chấm ở đây phải gọi là best  không hề cay mà chua chua ngòn ngọt  đối với cái ngậy vủa bánh  được người khác trả xiền nên cũng không nhớ lắm nhưng chắc dao động tầm 15 30k 1 chiếc  mình mà là dân quy nhơn thì chắc chiều nào đi học về cũng ra làm 1 cái kaka ,0,0,0,5,0,0
3545,nơi tuyệt vời với một bầu không khí đẹp và trang trí  món ngon việt nam  ngoài ra các món ăn phương tây có sẵn  đội ngũ trẻ vô cùng thân thiện và hữu ích  rat khuyen khich ,0,0,0,5,0,0
3547,điểm trừ là giá cả của đồ uống trong minibar nên để công khai ,0,0,0,4,0,0
3548,đô uông ngon  chu quan đep trai con ba chu thi noi đê gân  tuy quan hơi nho nhưng không gian quan thi rât đep chi cân bô tri thêm môt vai mon đô nưa la đươc quan se lung linh hơn,0,0,0,4,0,0
3552,chiều tan ca  chạy thẳng tới quán theo địa chỉ trên foody để ăn thử coi sao  quán nho nhỏ nằm ở con đường cũng nho nhỏ  cạnh ngay bên hông cái doanh trại quân đội to đùng  mình ăn 1 phần lagu  1 phần phá lấu bình thường và thêm phần phá lấu chỉ có lòng và gan  ở đây  quán nấu nước dùng vị cũng bình thường chứ không có gì đặc biệt  nhưng k hiểu s kết hợp miếng gan  miếng bánh mì  muỗng nước dùng   trời ơi nó thơm bừng vị trong miệng  gan bùi bùi   thơm lừng  bánh mì giòn  kèm thêm muống nc dùng thơm ngọt  ăn xong tô vẫn ấn tượng mà k hiểu s vị nó lại hợp nhau z  ngoài ra thì các thàn phần khác theo mình đánh giá là tạm được  tô lagu nguyên 1 cục xương hầm  mềm  thơm  ăn rất cân đối  tóm lại  quán phù hợp cho các bạn trẻ sinh viên  học sinh hoặc những người thích khám phá món mới như mình  còn ăn kiểu đi gia đình  ăn cho no thì ít phù hợp hơn ,0,0,0,4,0,0
3553,quá ngon và rẻ  huhu  hôm đấy ăn rõ nhiều  không nhớ giá lắm nhưng mình ăn siêu no mà lúc tính tiền bất ngờ vì quá ngon và rẻ  nước chấm siêu ngon  cô bán hàng cũng vui tươi  nhất định quay lại   mình lần đầu hơi khó tìm tại đi bộ mà đường hơi tối ,0,0,0,5,0,0
3558,đồ uống bình thường k ngon k dở  nói chung ngồi hóng mát uống cũng được  đông nên khá ồn  trẻ con chạy loạn ré om  hất cát văng nữa   view mình kì vọng quá nên đến thấy cũng k có gì đặc sắc hiuhiu,0,0,0,2,0,0
3562,trước mình k có thik phá lấu  k bao giờ đụng vô luôn ak  bữa bạn rủ tới đây   mình gọi lagu   nó ăn phá lấu   nó có cho ùm thử miếng   thấy lạ miệng và ngon nữa   nên ưng   đồ tươi lắm   nước chấm cũng vừa miệng nưa  dạo sau đên đây mìn k ăn lagu mà gọi phá lấu luôn   beo béo   sần sật   cay the thé   ổn lắm luôn,0,0,0,5,0,0
3564,điểm đặc biệt khi ghé quán này là sợi bánh canh rất lạ kiểu như bánh cạn tươi làm từ máy mini mà hay làm ở nhà  nước dùng ngọt thanh  lại có nhiều loại chả cá  ăn kèm lá hẹ nữa quá ô kê la mà 1 tô như này chỉ 15k  ngon rẻ và quán lại rất sạch sẽ  ,0,0,0,5,0,0
3571,salad tươi ngon  topping đa dạng phù hợp với khẩu vị mỗi ng  ăn ngon lại còn khoẻ người nữa  sẽ quay lại hoài lun,0,0,0,5,0,0
3572,giá vừa fai số với lượng  chất cũng ổn và hài hoà về vị  1 quán ăn cần nhất là hương vị  ổn định về chất lượng  ơn đây đạt dc điều đó sau 3 lần   3 mùa tôi đã sử dụng  nếu đánh giá ngon hay ko còn tuỳ khẩu vị mỗi người  từ mỗi vùng miền ,0,0,0,3,0,0
3578,quán nằm bên ngoài an phú thịnh  view quán rất đẹp   mát mẻ   quán có 2 tầng nên gian rất rộng rãi  đầu tư trang trí  phần nội thất rất hợp lí  mình thích kiểu bàn ghế ở đây  nhưng mình k hiểu tại sao quán kco chỗ để xe   mỗi lần đến là để xe lung tung cả lên   nhân viên phục vụ nhiệt tình   dễ thương   menu không quá đa dạng  chất lượng ở mức tạm được  có loại không được ngon cho lắm   giá cả cũng như những quán khác tầm từ 20k trở lên ,0,0,0,3,0,0
3582,quán này thuộc dạng nổi của qn  khách ở xa đến ăn cũng nhiều nên quán rất đông  khôg gian rộng rãi thoáng mát   thích hợp đi cả gđ hay đãi sinh nhật  nhậu nhẹt  thức ăn ngon  vừa miệng  rẻ  quán có đặc sản là món chả ram vừa vào là đc gthieu ngay  hải sản thì món nào cũng ngon  hôm trc ăn tôm hùm cũng rất rẻ  3 ng hết hơn 1t5  còn nếu gọi món bt thì 6 7 ng cỡ 1tr là ăn đủ món rồi ,0,0,0,5,0,0
3586,quán cafe to và rộng ở trung tâm  lần nào đi quy nhơn cũng ghé bán đồ ăn điểm tâm và thức uống nhân viên nhiệt tình không gian to rộng,0,0,0,5,0,0
3588,nước chấm ngon ướp vừa ăn  giá lại rẻ ủng hộ lâu dài,0,0,0,5,0,0
3593,hoài niệm về quán của ngày xưa ,0,0,0,5,0,0
3594,mấy món dimsum và rau mực muối tiêu đặc biệt ngon,0,0,0,5,0,0
3597,quán hơi nhỏ và chật phải nhìn kỹ mới thấy nhưng đổi lại quán rất đông khách  nhưng nhân viên ở đây phục vụ cũng nhanh  một tí là có ngay một tô cháo ú nụ đầy tim  cật và lưỡi heo rồi  dĩa bánh hỏi cũng thế  nhìn rất sạch sẽ và ngon miệng  thêm dĩa rau sống và xoài tươi xanh nữa  nhưng khi mình ăn thì thấy vị hơi ngọt mà tại chắc khẩu vị của mình thích hơi đậm một tí  giá cả thì không sinh viên tí nào cả  nên gần trường đại học mà mình chả thấy em sinh viên nào cả  30k phần  chung quy cũng được và mình cũng không thấy ấn tượng nhiều ,0,0,0,4,0,0
3598,tuyệt vời ông mặt trời  vào đây ăn uống nhé  k bán cafe  nếu k ăn tốn phí 50k ngồi bàn  bắt buộc phải ăn 1 món thì miễn phí  cảnh đẹp chụp hình lý tưởng ,0,0,0,5,0,0
3599,lần thứ hai quay lại quán view coffee uống   đubgs là view quán thì đẹp mê ly   ngồi ở quán để ngắm cảnh thành phố thì rất tuyệt vì quán nằm trên cao   mát mẻ   không gian thoáng có phần ấm cúng   nước uống giá cả cũng vừa phải lắm   hôm nay mình uống ly socola đá xay   món này khá ngon   trang trí ly nước hấp dẫn lắm   độ ngọt vừa miệng   không biết mấy món khác như thế nào   buổi tối đi quán này để thưởng thức đồ uống và ngắm cảnh là tuyệt lắm nè ,0,0,0,5,0,0
3600,quán có không gian đẹp  vừa cafe vừa cafe sống ảo luôn menu có thức uống và bánh ngọt  đồ ăn mặn nước uống decor đẹp mắt,0,0,0,5,0,0
3601,giá cả bình dân  ngon miệng  món ăn ra cực nhanh mình ăn một tô bún xương bò giò heo mà có 35k điểm trừ là không có tương ớt có tương ớt kiểu tự làm nhưng mình vẫn thích tương chai hơn  không có tương ăn phở chắc chắn sẽ quay lại dài dài,0,0,0,5,0,0
